['01-0001_mask.png', '186', '73', '232', '37']

['14-1289_mask.png', '181', '88', '248', '48']

['14-1290_mask.png', '181', '88', '248', '48']

['14-1291_mask.png', '181', '88', '248', '48']

['14-1292_mask.png', '181', '86', '248', '48']

['14-1293_mask.png', '185', '84', '248', '48']

['14-1294_mask.png', '185', '84', '248', '48']

['14-1295_mask.png', '185', '84', '248', '48']

['14-1296_mask.png', '185', '84', '248', '48']

['14-1297_mask.png', '185', '84', '248', '48']

['14-1298_mask.png', '185', '81', '248', '45']

['14-1299_mask.png', '185', '81', '248', '45']

['14-1300_mask.png', '192', '79', '255', '43']

['14-1301_mask.png', '192', '79', '255', '43']

['14-1302_mask.png', '192', '79', '255', '43']

['14-1303_mask.png', '190', '76', '255', '36']

['14-1304_mask.png', '190', '76', '255', '36']

['14-1305_mask.png', '190', '76', '255', '36']

['14-1306_mask.png', '190', '76', '255', '36']

['14-1307_mask.png', '190', '76', '255', '36']

['14-1308_mask.png', '190', '76', '255', '36']

['14-1309_mask.png', '188', '77', '253', '37']

['14-1310_mask.png', '186', '77', '251', '38']

['14-1311_mask.png', '182', '79', '247', '40']

['14-1312_mask.png', '165', '76', '230', '36']

['14-1313_mask.png', '155', '74', '220', '37']

['14-1314_mask.png', '147', '77', '212', '41']

['14-1315_mask.png', '133', '83', '198', '47']

['14-1316_mask.png', '129', '82', '194', '51']

['14-1317_mask.png', '128', '85', '192', '54']

['14-1318_mask.png', '128', '85', '192', '54']

['14-1319_mask.png', '124', '85', '183', '56']

['14-1320_mask.png', '124', '87', '179', '58']

['14-1321_mask.png', '124', '87', '179', '58']

['14-1322_mask.png', '124', '87', '179', '58']

['14-1323_mask.png', '124', '87', '176', '58']

['14-1324_mask.png', '124', '84', '174', '58']

['14-1325_mask.png', '124', '84', '174', '58']

['14-1326_mask.png', '131', '78', '181', '51']

['14-1327_mask.png', '138', '78', '182', '52']

['14-1328_mask.png', '142', '77', '186', '53']

['14-1329_mask.png', '146', '72', '196', '48']

['14-1330_mask.png', '146', '72', '189', '48']

['14-1331_mask.png', '139', '80', '183', '56']

['14-1332_mask.png', '139', '80', '183', '56']

['14-1333_mask.png', '139', '80', '183', '56']

['14-1334_mask.png', '143', '76', '187', '51']

['14-1335_mask.png', '149', '76', '187', '51']

['14-1336_mask.png', '149', '76', '187', '51']

['14-1337_mask.png', '151', '76', '189', '51']

['14-1338_mask.png', '151', '76', '189', '51']

['14-1339_mask.png', '150', '78', '188', '54']

['14-1340_mask.png', '150', '78', '188', '54']

['14-1341_mask.png', '153', '76', '191', '51']

['14-1342_mask.png', '153', '76', '191', '51']

['14-1343_mask.png', '153', '76', '191', '51']

['14-1344_mask.png', '153', '76', '191', '51']

['14-1345_mask.png', '153', '76', '191', '51']

['14-1346_mask.png', '154', '73', '191', '49']

['14-1347_mask.png', '154', '73', '191', '49']

['14-1348_mask.png', '151', '73', '189', '48']

['14-1349_mask.png', '145', '76', '183', '51']

['14-1350_mask.png', '135', '77', '173', '54']

['14-1351_mask.png', '130', '76', '162', '56']

['14-1352_mask.png', '125', '78', '158', '58']

['14-1353_mask.png', '123', '79', '156', '59']

['14-1354_mask.png', '123', '79', '156', '60']

['14-1355_mask.png', '123', '79', '154', '60']

['14-1356_mask.png', '123', '79', '154', '60']

['14-1357_mask.png', '123', '79', '154', '60']

['14-1358_mask.png', '123', '79', '154', '60']

['14-1359_mask.png', '123', '79', '154', '60']

['14-1360_mask.png', '121', '80', '152', '60']

['14-1361_mask.png', '118', '82', '149', '62']

['14-1362_mask.png', '112', '86', '143', '66']

['14-1363_mask.png', '107', '88', '138', '69']

['14-1364_mask.png', '101', '88', '133', '69']

['14-1365_mask.png', '97', '90', '128', '71']

['14-1366_mask.png', '93', '92', '125', '73']

['14-1367_mask.png', '93', '92', '125', '73']

['14-1368_mask.png', '93', '92', '125', '73']

['14-1369_mask.png', '93', '92', '125', '73']

['14-1370_mask.png', '93', '92', '125', '73']

['14-1371_mask.png', '93', '92', '125', '73']

['14-1372_mask.png', '92', '91', '123', '72']

['14-1373_mask.png', '89', '92', '120', '72']

['14-1374_mask.png', '88', '93', '119', '73']

['14-1375_mask.png', '83', '97', '114', '77']

['14-1376_mask.png', '81', '98', '112', '79']

['14-1377_mask.png', '81', '98', '109', '79']

['14-1378_mask.png', '80', '100', '107', '80']

['14-1379_mask.png', '80', '100', '107', '80']

['14-1380_mask.png', '80', '100', '107', '80']

['14-1381_mask.png', '82', '100', '109', '81']

['14-1382_mask.png', '88', '100', '114', '81']

['14-1383_mask.png', '96', '100', '121', '83']

['14-1384_mask.png', '104', '99', '129', '84']

['14-1385_mask.png', '109', '100', '134', '85']

['14-1386_mask.png', '114', '100', '139', '86']

['14-1387_mask.png', '114', '100', '139', '86']

['14-1388_mask.png', '119', '100', '145', '86']

['14-1389_mask.png', '121', '101', '147', '87']

['14-1390_mask.png', '123', '101', '149', '87']

['14-1391_mask.png', '123', '101', '149', '87']

['14-1392_mask.png', '127', '101', '152', '86']

['14-1393_mask.png', '128', '101', '154', '86']

['14-1394_mask.png', '130', '100', '155', '85']

['14-1395_mask.png', '133', '100', '155', '85']

['14-1396_mask.png', '138', '97', '161', '82']

['14-1397_mask.png', '141', '97', '163', '82']

['14-1398_mask.png', '142', '97', '165', '82']

['14-1399_mask.png', '146', '95', '169', '81']

['14-1400_mask.png', '150', '94', '172', '79']

['14-1401_mask.png', '152', '92', '178', '76']

['14-1402_mask.png', '154', '91', '180', '75']

['14-1403_mask.png', '156', '88', '182', '72']

['14-1404_mask.png', '159', '86', '185', '70']

['14-1405_mask.png', '160', '84', '186', '68']

['14-1406_mask.png', '160', '82', '186', '66']

['14-1407_mask.png', '160', '79', '187', '63']

['14-1408_mask.png', '159', '78', '187', '62']

['14-1409_mask.png', '158', '78', '185', '60']

['14-1410_mask.png', '159', '76', '186', '58']

['14-1411_mask.png', '159', '73', '193', '55']

['14-1412_mask.png', '162', '70', '197', '52']

['14-1413_mask.png', '165', '68', '199', '50']

['14-1414_mask.png', '165', '68', '199', '48']

['14-1415_mask.png', '169', '67', '203', '47']

['14-1416_mask.png', '169', '64', '204', '44']

['14-1417_mask.png', '169', '64', '204', '44']

['14-1418_mask.png', '169', '64', '204', '44']

['14-1419_mask.png', '169', '64', '204', '44']

['14-1420_mask.png', '169', '63', '204', '42']

['14-1421_mask.png', '169', '63', '204', '42']

['14-1422_mask.png', '169', '63', '204', '42']

['14-1423_mask.png', '171', '62', '206', '41']

['14-1424_mask.png', '174', '62', '208', '42']

['14-1425_mask.png', '174', '62', '208', '42']

['14-1426_mask.png', '175', '63', '210', '43']

['14-1427_mask.png', '178', '64', '212', '44']

['14-1428_mask.png', '182', '66', '216', '46']

['14-1429_mask.png', '186', '67', '220', '47']

['14-1430_mask.png', '187', '68', '221', '48']

['14-1431_mask.png', '190', '70', '224', '50']

['14-1432_mask.png', '190', '72', '224', '52']

['14-1433_mask.png', '192', '75', '227', '55']

['14-1434_mask.png', '196', '77', '230', '57']

['14-1435_mask.png', '200', '78', '234', '56']

['14-1436_mask.png', '200', '79', '236', '56']

['14-1437_mask.png', '201', '79', '237', '56']

['14-1438_mask.png', '201', '81', '238', '56']

['14-1439_mask.png', '203', '82', '242', '58']

['14-1440_mask.png', '207', '83', '246', '60']

['14-1441_mask.png', '209', '85', '248', '61']

['14-1442_mask.png', '212', '85', '251', '62']

['14-1443_mask.png', '213', '87', '252', '63']

['14-1444_mask.png', '214', '88', '252', '64']

['14-1445_mask.png', '213', '90', '252', '66']

['14-1446_mask.png', '213', '91', '251', '67']

['14-1447_mask.png', '213', '91', '251', '67']

['14-1448_mask.png', '213', '91', '251', '67']

['14-1449_mask.png', '211', '93', '250', '69']

['14-1450_mask.png', '206', '92', '245', '68']

['14-1451_mask.png', '199', '87', '234', '63']

['14-1452_mask.png', '194', '81', '229', '57']

['14-1453_mask.png', '187', '76', '220', '52']

['14-1454_mask.png', '187', '76', '216', '53']

['14-1455_mask.png', '186', '78', '214', '55']

['14-1456_mask.png', '186', '79', '214', '57']

['14-1457_mask.png', '184', '79', '212', '56']

['14-1458_mask.png', '184', '76', '212', '56']

['14-1459_mask.png', '184', '76', '212', '56']

['14-1460_mask.png', '184', '76', '212', '56']

['14-1461_mask.png', '184', '76', '212', '56']

['14-1462_mask.png', '186', '76', '214', '56']

['14-1463_mask.png', '190', '76', '218', '57']

['14-1464_mask.png', '192', '76', '220', '57']

['14-1465_mask.png', '195', '76', '223', '57']

['14-1466_mask.png', '196', '77', '224', '58']

['14-1467_mask.png', '197', '77', '225', '58']

['14-1468_mask.png', '197', '77', '225', '58']

['14-1469_mask.png', '198', '79', '226', '59']

['14-1470_mask.png', '198', '81', '226', '61']

['14-1471_mask.png', '198', '82', '227', '63']

['14-1472_mask.png', '200', '83', '229', '64']

['14-1473_mask.png', '204', '85', '233', '66']

['14-1474_mask.png', '206', '88', '235', '69']

['14-1475_mask.png', '208', '89', '237', '70']

['14-1476_mask.png', '210', '90', '239', '71']

['14-1477_mask.png', '211', '91', '240', '71']

['14-1478_mask.png', '213', '93', '241', '74']

['14-1479_mask.png', '214', '95', '243', '76']

['14-1480_mask.png', '217', '97', '245', '78']

['14-1481_mask.png', '219', '99', '248', '79']

['14-1482_mask.png', '223', '100', '251', '80']

['14-1483_mask.png', '227', '101', '256', '82']

['14-1484_mask.png', '229', '103', '257', '84']

['14-1485_mask.png', '236', '105', '264', '86']

['14-1486_mask.png', '239', '107', '268', '88']

['14-1487_mask.png', '245', '107', '268', '88']

['14-1488_mask.png', '245', '107', '270', '89']

['14-1489_mask.png', '245', '108', '271', '90']

['14-1490_mask.png', '245', '108', '271', '90']

['14-1491_mask.png', '246', '109', '271', '91']

['14-1492_mask.png', '245', '109', '270', '92']

['14-1493_mask.png', '244', '110', '269', '93']

['14-1494_mask.png', '244', '110', '269', '93']

['14-1495_mask.png', '244', '110', '269', '93']

['14-1496_mask.png', '244', '112', '269', '94']

['14-1497_mask.png', '244', '112', '269', '95']

['14-1498_mask.png', '244', '114', '269', '97']

['14-1499_mask.png', '245', '115', '270', '97']

['14-1500_mask.png', '246', '117', '271', '99']

['14-1501_mask.png', '247', '120', '272', '102']

['14-1502_mask.png', '247', '122', '272', '104']

['14-1503_mask.png', '246', '123', '272', '105']

['14-1504_mask.png', '245', '124', '271', '106']

['14-1505_mask.png', '245', '125', '271', '108']

['14-1506_mask.png', '245', '126', '270', '109']

['14-1507_mask.png', '243', '128', '268', '110']

['14-1508_mask.png', '242', '130', '267', '112']

['14-1509_mask.png', '240', '131', '265', '113']

['14-1510_mask.png', '238', '132', '264', '115']

['14-1511_mask.png', '235', '131', '260', '113']

['14-1512_mask.png', '233', '130', '259', '113']

['14-1513_mask.png', '232', '129', '257', '112']

['14-1514_mask.png', '228', '127', '254', '110']

['14-1515_mask.png', '225', '122', '251', '105']

['14-1516_mask.png', '226', '115', '251', '97']

['14-1517_mask.png', '226', '104', '251', '87']

['14-1518_mask.png', '227', '98', '251', '84']

['14-1519_mask.png', '226', '97', '247', '82']

['14-1520_mask.png', '226', '97', '247', '82']

['14-1521_mask.png', '226', '97', '245', '84']

['14-1522_mask.png', '226', '97', '245', '84']

['14-1523_mask.png', '226', '97', '245', '85']

['14-1524_mask.png', '226', '99', '245', '86']

['14-1525_mask.png', '224', '99', '244', '86']

['14-1526_mask.png', '225', '97', '244', '85']

['14-1527_mask.png', '223', '98', '242', '85']

['14-1528_mask.png', '223', '98', '242', '85']

['14-1529_mask.png', '223', '98', '242', '85']

['14-1530_mask.png', '223', '98', '242', '85']

['14-1531_mask.png', '225', '99', '244', '87']

['14-1532_mask.png', '228', '100', '247', '87']

['14-1533_mask.png', '230', '102', '250', '89']

['14-1534_mask.png', '231', '105', '250', '93']

['14-1535_mask.png', '231', '107', '251', '94']

['14-1536_mask.png', '232', '108', '253', '98']

['14-1537_mask.png', '232', '110', '253', '98']

['14-1538_mask.png', '234', '113', '258', '100']

['14-1539_mask.png', '239', '117', '257', '103']

['14-1540_mask.png', '239', '117', '257', '103']

['14-1541_mask.png', '240', '118', '259', '105']

['14-1542_mask.png', '242', '121', '260', '107']

['14-1543_mask.png', '243', '124', '261', '111']

['14-1544_mask.png', '244', '126', '262', '112']

['14-1545_mask.png', '245', '124', '264', '109']

['14-1546_mask.png', '248', '123', '264', '109']

['14-1547_mask.png', '248', '123', '264', '109']

['14-1548_mask.png', '249', '121', '265', '107']

['14-1549_mask.png', '249', '121', '265', '107']

['14-1550_mask.png', '251', '123', '267', '109']

['14-1551_mask.png', '254', '126', '270', '112']

['14-1552_mask.png', '256', '128', '273', '116']

['14-1553_mask.png', '256', '132', '274', '120']

['14-1554_mask.png', '247', '139', '268', '126']

['14-1555_mask.png', '245', '143', '266', '130']

['14-1556_mask.png', '242', '147', '262', '134']

['14-1557_mask.png', '237', '151', '257', '138']

['14-1558_mask.png', '234', '153', '254', '141']

['14-1559_mask.png', '234', '153', '254', '141']

['14-1560_mask.png', '220', '145', '245', '127']

['14-1561_mask.png', '218', '141', '242', '123']

['14-1562_mask.png', '218', '141', '242', '123']

['14-1563_mask.png', '218', '142', '242', '125']

['14-1564_mask.png', '218', '145', '242', '125']

['14-1565_mask.png', '216', '150', '241', '129']

['14-1566_mask.png', '217', '154', '241', '134']

['14-1567_mask.png', '214', '159', '238', '138']

['14-1568_mask.png', '213', '159', '238', '138']

['14-1569_mask.png', '207', '162', '235', '141']

['14-1570_mask.png', '200', '162', '228', '142']

['14-1571_mask.png', '200', '156', '228', '135']

['14-1572_mask.png', '196', '152', '227', '129']

['14-1573_mask.png', '196', '152', '227', '129']

['14-1574_mask.png', '196', '152', '227', '129']

['14-1575_mask.png', '196', '152', '227', '129']

['14-1576_mask.png', '195', '150', '226', '127']

['14-1577_mask.png', '195', '150', '226', '127']

['14-1578_mask.png', '193', '148', '224', '126']

['14-1579_mask.png', '193', '148', '224', '126']

['14-1580_mask.png', '189', '148', '220', '125']

['14-1581_mask.png', '186', '150', '220', '125']

['14-1582_mask.png', '184', '150', '218', '125']

['14-1583_mask.png', '181', '150', '215', '125']

['14-1584_mask.png', '179', '152', '213', '127']

['14-1585_mask.png', '177', '153', '213', '128']

['14-1586_mask.png', '177', '154', '213', '129']

['14-1587_mask.png', '174', '157', '210', '132']

['14-1588_mask.png', '172', '159', '210', '132']

['14-1589_mask.png', '169', '159', '210', '132']

['14-1590_mask.png', '169', '159', '210', '132']

['14-1591_mask.png', '166', '162', '212', '130']

['14-1592_mask.png', '165', '163', '210', '131']

['14-1593_mask.png', '165', '163', '210', '131']

['14-1594_mask.png', '162', '163', '208', '130']

['14-1595_mask.png', '162', '163', '210', '127']

['14-1596_mask.png', '162', '160', '210', '125']

['14-1597_mask.png', '162', '160', '210', '125']

['14-1598_mask.png', '162', '160', '217', '119']

['14-1599_mask.png', '163', '159', '218', '118']

['14-1600_mask.png', '164', '157', '219', '115']

['14-1601_mask.png', '164', '157', '219', '115']

['14-1602_mask.png', '164', '157', '219', '115']

['14-1603_mask.png', '161', '159', '216', '118']

['14-1604_mask.png', '160', '162', '215', '120']

['14-1605_mask.png', '160', '165', '215', '124']

['14-1606_mask.png', '160', '168', '216', '127']

['14-1607_mask.png', '160', '173', '218', '128']

['14-1608_mask.png', '160', '173', '218', '128']

['14-1609_mask.png', '162', '176', '220', '131']

['14-1610_mask.png', '167', '170', '227', '123']

['14-1611_mask.png', '168', '159', '229', '112']

['14-1612_mask.png', '176', '137', '236', '90']

['14-1613_mask.png', '179', '123', '249', '73']

['14-1614_mask.png', '187', '114', '259', '59']

['14-1615_mask.png', '186', '98', '259', '44']

['14-1616_mask.png', '179', '91', '264', '26']

['14-1617_mask.png', '171', '72', '268', '12']

['14-1618_mask.png', '174', '67', '270', '13']

['14-1619_mask.png', '169', '61', '270', '9']

['14-1620_mask.png', '169', '61', '270', '9']

['14-1621_mask.png', '169', '52', '267', '9']

['14-1622_mask.png', '169', '49', '267', '7']

['14-1623_mask.png', '173', '44', '267', '9']

['14-1624_mask.png', '173', '43', '267', '9']

['14-1625_mask.png', '173', '43', '267', '9']

['14-1626_mask.png', '173', '43', '267', '9']

['14-1627_mask.png', '173', '43', '267', '9']

['14-1628_mask.png', '173', '43', '267', '9']

['14-1629_mask.png', '173', '43', '267', '9']

['14-1630_mask.png', '173', '43', '267', '9']

['14-1631_mask.png', '167', '44', '261', '9']

['14-1632_mask.png', '167', '49', '261', '9']

['14-1633_mask.png', '167', '53', '259', '9']

['14-1634_mask.png', '150', '56', '254', '9']

['14-1635_mask.png', '144', '57', '248', '10']

['14-1636_mask.png', '144', '61', '262', '4']

['14-1637_mask.png', '126', '69', '256', '6']

['14-1638_mask.png', '117', '74', '256', '6']

['14-1639_mask.png', '117', '76', '256', '6']

['14-1640_mask.png', '112', '82', '256', '6']

['14-1641_mask.png', '112', '88', '256', '6']

['14-1642_mask.png', '112', '89', '256', '6']

['14-1643_mask.png', '105', '92', '249', '8']

['14-1644_mask.png', '95', '100', '239', '12']

['14-1645_mask.png', '95', '110', '239', '18']

['14-1646_mask.png', '93', '118', '237', '25']

['14-1647_mask.png', '91', '120', '235', '28']

['14-1648_mask.png', '92', '125', '233', '33']

['14-1649_mask.png', '90', '131', '234', '35']

['14-1650_mask.png', '89', '139', '232', '43']

['14-1651_mask.png', '88', '153', '233', '51']

['14-1652_mask.png', '86', '164', '227', '60']

['14-1653_mask.png', '87', '170', '228', '65']

['14-1654_mask.png', '88', '176', '227', '74']

['14-1655_mask.png', '91', '183', '230', '81']

['14-1656_mask.png', '87', '187', '227', '85']

['14-1657_mask.png', '87', '187', '227', '85']

['14-1658_mask.png', '87', '191', '226', '89']

['14-1659_mask.png', '86', '199', '227', '95']

['14-1660_mask.png', '86', '205', '226', '102']

['14-1661_mask.png', '86', '205', '226', '102']

['14-1662_mask.png', '86', '205', '226', '102']

['14-1663_mask.png', '90', '201', '230', '98']

['14-1664_mask.png', '95', '199', '235', '96']

['14-1665_mask.png', '95', '199', '235', '96']

['14-1666_mask.png', '95', '199', '235', '96']

['14-1667_mask.png', '95', '199', '235', '96']

['14-1668_mask.png', '95', '197', '235', '96']

['14-1669_mask.png', '95', '185', '235', '88']

['14-1670_mask.png', '100', '177', '233', '83']

['14-1671_mask.png', '100', '177', '233', '83']

['14-1672_mask.png', '100', '176', '233', '82']

['14-1673_mask.png', '101', '171', '234', '77']

['14-1674_mask.png', '101', '170', '234', '76']

['14-1675_mask.png', '101', '167', '234', '73']

['14-1676_mask.png', '101', '163', '234', '69']

['14-1677_mask.png', '101', '163', '234', '69']

['14-1678_mask.png', '101', '163', '234', '69']

['14-1679_mask.png', '101', '163', '234', '69']

['14-1680_mask.png', '101', '163', '234', '65']

['14-1681_mask.png', '101', '162', '234', '64']

['14-1682_mask.png', '101', '167', '234', '64']

['14-1683_mask.png', '101', '167', '234', '64']

['14-1684_mask.png', '104', '162', '237', '59']

['14-1685_mask.png', '106', '158', '241', '54']

['14-1686_mask.png', '109', '154', '244', '50']

['14-1687_mask.png', '110', '152', '245', '48']

['14-1688_mask.png', '110', '152', '246', '47']

['14-1689_mask.png', '111', '148', '247', '43']

['14-1690_mask.png', '110', '142', '246', '37']

['14-1691_mask.png', '108', '139', '244', '34']

['14-1692_mask.png', '108', '133', '244', '28']

['14-1693_mask.png', '106', '130', '242', '25']

['14-1694_mask.png', '106', '130', '242', '25']

['14-1695_mask.png', '106', '127', '242', '22']

['14-1696_mask.png', '106', '127', '242', '22']

['14-1697_mask.png', '105', '125', '241', '20']

['14-1698_mask.png', '105', '125', '241', '20']

['14-1699_mask.png', '104', '128', '241', '20']

['14-1700_mask.png', '101', '132', '241', '20']

['14-1701_mask.png', '100', '134', '241', '20']

['14-1702_mask.png', '100', '134', '241', '20']

['14-1703_mask.png', '100', '134', '242', '18']

['14-1704_mask.png', '101', '130', '243', '15']

['14-1705_mask.png', '101', '130', '243', '15']

['14-1706_mask.png', '96', '130', '245', '15']

['14-1707_mask.png', '99', '125', '248', '10']

['14-1708_mask.png', '99', '123', '248', '8']

['14-1709_mask.png', '99', '123', '248', '8']

['14-1710_mask.png', '99', '123', '248', '8']

['14-1711_mask.png', '99', '123', '248', '8']

['14-1712_mask.png', '99', '123', '248', '8']

['14-1713_mask.png', '92', '121', '247', '6']

['14-1714_mask.png', '92', '121', '247', '6']

['14-1715_mask.png', '92', '121', '247', '6']

['14-1716_mask.png', '92', '121', '247', '6']

['14-1717_mask.png', '88', '145', '250', '12']

['14-1718_mask.png', '87', '174', '254', '32']

['14-1719_mask.png', '86', '178', '253', '36']

['14-1720_mask.png', '82', '202', '253', '53']

['14-1721_mask.png', '81', '214', '252', '65']

['14-1722_mask.png', '79', '224', '255', '71']

['14-1723_mask.png', '79', '230', '255', '76']

['14-1724_mask.png', '79', '232', '255', '78']

['14-1725_mask.png', '79', '232', '255', '78']

['14-1726_mask.png', '84', '235', '265', '79']

['14-1727_mask.png', '85', '244', '266', '88']

['14-1728_mask.png', '85', '251', '266', '95']

['14-1729_mask.png', '85', '249', '266', '95']

['14-1730_mask.png', '92', '245', '273', '88']

['14-1731_mask.png', '94', '241', '276', '87']

['14-1732_mask.png', '97', '236', '279', '85']

['14-1733_mask.png', '103', '232', '285', '80']

['14-1734_mask.png', '115', '218', '290', '71']

['14-1735_mask.png', '135', '199', '304', '55']

['14-1736_mask.png', '152', '180', '306', '51']

['14-1737_mask.png', '166', '164', '309', '37']

['14-1738_mask.png', '168', '150', '306', '23']

['14-1739_mask.png', '170', '138', '304', '17']

['14-1740_mask.png', '170', '132', '302', '11']

['14-1741_mask.png', '177', '127', '302', '11']

['14-1742_mask.png', '175', '123', '299', '10']

['14-1743_mask.png', '175', '119', '297', '10']

['14-1744_mask.png', '160', '115', '293', '10']

['14-1745_mask.png', '160', '112', '293', '7']

['14-1746_mask.png', '159', '107', '292', '2']

['14-1747_mask.png', '157', '89', '301', '6']

['14-1748_mask.png', '156', '86', '300', '3']

['14-1749_mask.png', '150', '78', '289', '3']

['14-1750_mask.png', '150', '75', '286', '3']

['14-1751_mask.png', '150', '69', '280', '3']

['14-1752_mask.png', '150', '61', '280', '8']

['14-1753_mask.png', '151', '54', '276', '7']

['14-1754_mask.png', '153', '46', '271', '7']

['14-1755_mask.png', '153', '41', '265', '7']

['14-1756_mask.png', '153', '40', '258', '7']

['14-1757_mask.png', '174', '33', '247', '7']

['14-1758_mask.png', '164', '31', '237', '10']

['14-1759_mask.png', '157', '32', '231', '11']

['14-1760_mask.png', '146', '32', '219', '11']

['14-1761_mask.png', '142', '34', '216', '11']

['14-1762_mask.png', '134', '34', '216', '11']

['14-1763_mask.png', '129', '35', '203', '11']

['14-1764_mask.png', '129', '35', '203', '11']

['14-1765_mask.png', '129', '35', '203', '11']

['14-1766_mask.png', '119', '35', '194', '10']

['14-1767_mask.png', '115', '37', '188', '10']

['14-1768_mask.png', '115', '42', '181', '10']

['14-1769_mask.png', '115', '47', '181', '10']

['14-1770_mask.png', '115', '47', '184', '10']

['14-1771_mask.png', '104', '53', '188', '10']

['14-1772_mask.png', '104', '57', '188', '10']

['14-1773_mask.png', '104', '67', '188', '10']

['14-1774_mask.png', '104', '74', '188', '10']

['14-1775_mask.png', '104', '78', '191', '10']

['14-1776_mask.png', '104', '78', '191', '10']

['14-1777_mask.png', '104', '78', '191', '10']

['14-1778_mask.png', '108', '79', '195', '10']

['14-1779_mask.png', '111', '81', '198', '12']

['14-1780_mask.png', '114', '81', '195', '12']

['14-1781_mask.png', '114', '81', '195', '12']

['14-1782_mask.png', '113', '87', '194', '18']

['14-1783_mask.png', '111', '90', '192', '22']

['14-1784_mask.png', '110', '96', '192', '28']

['14-1785_mask.png', '109', '100', '190', '32']

['14-1786_mask.png', '109', '105', '190', '36']

['14-1787_mask.png', '109', '109', '190', '41']

['14-1788_mask.png', '105', '112', '186', '44']

['14-1789_mask.png', '104', '118', '185', '50']

['14-1790_mask.png', '103', '123', '184', '54']

['14-1791_mask.png', '103', '125', '184', '57']

['14-1792_mask.png', '100', '128', '181', '60']

['14-1793_mask.png', '100', '128', '181', '60']

['14-1794_mask.png', '100', '132', '186', '60']

['14-1795_mask.png', '101', '135', '187', '63']

['14-1796_mask.png', '102', '139', '188', '66']

['14-1797_mask.png', '101', '143', '186', '71']

['14-1798_mask.png', '101', '143', '186', '71']

['14-1799_mask.png', '101', '143', '186', '71']

['14-1800_mask.png', '107', '145', '186', '72']

['14-1801_mask.png', '107', '145', '186', '72']

['14-1802_mask.png', '111', '146', '190', '73']

['14-1803_mask.png', '111', '146', '190', '73']

['14-1804_mask.png', '111', '146', '190', '73']

['14-1805_mask.png', '114', '147', '192', '75']

['14-1806_mask.png', '116', '149', '194', '76']

['14-1807_mask.png', '116', '149', '194', '76']

['14-1808_mask.png', '116', '153', '194', '81']

['14-1809_mask.png', '116', '153', '194', '81']

['14-1810_mask.png', '117', '155', '195', '83']

['14-1811_mask.png', '118', '159', '196', '86']

['14-1812_mask.png', '120', '159', '198', '87']

['14-1813_mask.png', '120', '162', '198', '90']

['14-1814_mask.png', '121', '163', '199', '91']

['14-1815_mask.png', '123', '164', '201', '91']

['14-1816_mask.png', '126', '164', '204', '92']

['14-1817_mask.png', '126', '166', '204', '94']

['14-1818_mask.png', '127', '169', '205', '96']

['14-1819_mask.png', '128', '171', '206', '99']

['14-1820_mask.png', '129', '173', '208', '100']

['14-1821_mask.png', '133', '171', '211', '99']

['14-1822_mask.png', '136', '170', '214', '98']

['14-1823_mask.png', '139', '170', '217', '98']

['14-1824_mask.png', '142', '170', '220', '98']

['14-1825_mask.png', '146', '170', '224', '98']

['14-1826_mask.png', '146', '170', '224', '98']

['14-1827_mask.png', '146', '170', '224', '98']

['14-1828_mask.png', '151', '164', '224', '98']

['14-1829_mask.png', '151', '164', '224', '98']

['14-1830_mask.png', '155', '163', '222', '98']

['14-1831_mask.png', '156', '163', '222', '98']

['14-1832_mask.png', '159', '163', '223', '98']

['14-1833_mask.png', '160', '163', '224', '98']

['14-1834_mask.png', '160', '163', '224', '98']

['14-1835_mask.png', '160', '163', '224', '98']

['14-1836_mask.png', '163', '163', '227', '98']

['14-1837_mask.png', '163', '159', '227', '98']

['14-1838_mask.png', '165', '159', '227', '98']

['14-1839_mask.png', '165', '159', '227', '98']

['14-1840_mask.png', '169', '159', '227', '98']

['14-1841_mask.png', '169', '159', '227', '98']

['14-1842_mask.png', '171', '160', '228', '99']

['14-1843_mask.png', '171', '160', '228', '99']

['14-1844_mask.png', '174', '160', '232', '99']

['14-1845_mask.png', '176', '159', '234', '97']

['14-1846_mask.png', '176', '159', '234', '97']

['14-1847_mask.png', '180', '158', '237', '97']

